date,product_id,product_name,category,units_sold,revenue,unit_price,is_weekend,day_of_week,month,quarter,is_festival,festival_name,temperature,is_promotional,is_stockout,demand_score,date_parsed,days_since_start,week_of_year,day_of_month,units_sold_lag1,units_sold_lag7,revenue_lag1,units_sold_ma7,units_sold_ma30
2024-04-16,P021,Dabur Honey 500g,Health,34,7480.0,220.0,False,Tuesday,4,Q2,False,None,22.8,False,False,35.46,2024-04-16,471,16,16,28,22,6160.0,58.40219880170308,40.0575731981118
2024-04-17,P021,Dabur Honey 500g,Health,41,9020.0,220.0,False,Wednesday,4,Q2,True,Ram Navami,30.0,False,False,42.74,2024-04-17,472,16,17,75,33,16500.0,30.45878526299968,55.09591877150559
2024-04-18,P021,Dabur Honey 500g,Health,81,17820.0,220.0,False,Thursday,4,Q2,False,None,28.9,False,False,77.54,2024-04-18,473,16,18,50,78,11000.0,37.99956812506545,38.09084575006544
2024-04-19,P021,Dabur Honey 500g,Health,43,9460.0,220.0,False,Friday,4,Q2,False,None,28.3,False,False,42.32,2024-04-19,474,16,19,72,66,15840.0,30.26347593156989,63.33441166853108
2024-04-20,P021,Dabur Honey 500g,Health,63,13860.0,220.0,True,Saturday,4,Q2,False,None,25.9,False,False,66.3,2024-04-20,475,16,20,28,20,6160.0,26.7662199129595,52.43821248987577
2024-04-21,P021,Dabur Honey 500g,Health,47,10340.0,220.0,True,Sunday,4,Q2,False,None,10.1,False,False,42.93,2024-04-21,476,16,21,73,38,16060.0,66.90952730934691,36.43366187337752
2024-04-22,P021,Dabur Honey 500g,Health,72,15840.0,220.0,False,Monday,4,Q2,False,None,13.1,False,False,73.21,2024-04-22,477,17,22,43,28,9460.0,46.31027338624031,66.0731422274036
2024-04-23,P021,Dabur Honey 500g,Health,64,14080.0,220.0,False,Tuesday,4,Q2,False,None,25.0,False,False,63.26,2024-04-23,478,17,23,27,67,5940.0,33.85407725770237,60.58089323854171
2024-04-24,P021,Dabur Honey 500g,Health,66,14520.0,220.0,False,Wednesday,4,Q2,False,None,41.2,False,False,63.28,2024-04-24,479,17,24,48,76,10560.0,31.37373732711157,50.5920900508368
2024-04-25,P021,Dabur Honey 500g,Health,69,15180.0,220.0,False,Thursday,4,Q2,False,None,9.2,False,False,69.03,2024-04-25,480,17,25,33,61,7260.0,44.59340919972582,39.89260551227049
2024-04-26,P021,Dabur Honey 500g,Health,31,6820.0,220.0,False,Friday,4,Q2,False,None,40.1,False,False,34.61,2024-04-26,481,17,26,73,79,16060.0,30.14691411243291,55.96074223787923
2024-04-27,P021,Dabur Honey 500g,Health,57,12540.0,220.0,True,Saturday,4,Q2,False,None,19.2,False,False,58.09,2024-04-27,482,17,27,75,63,16500.0,34.3433032630667,67.07673209931355
2024-04-28,P021,Dabur Honey 500g,Health,29,6380.0,220.0,True,Sunday,4,Q2,False,None,17.3,False,False,33.99,2024-04-28,483,17,28,39,25,8580.0,54.60501812840909,67.77302699466466
2024-04-29,P021,Dabur Honey 500g,Health,52,11440.0,220.0,False,Monday,4,Q2,False,None,8.6,False,False,49.89,2024-04-29,484,18,29,21,41,4620.0,58.2983281414793,56.58653257906846
2024-04-30,P021,Dabur Honey 500g,Health,49,10780.0,220.0,False,Tuesday,4,Q2,False,None,32.6,True,False,44.12,2024-04-30,485,18,30,50,32,11000.0,60.07049601020197,58.48966402738719
2024-05-01,P021,Dabur Honey 500g,Health,73,16060.0,220.0,False,Wednesday,5,Q2,False,None,11.1,False,False,77.91,2024-05-01,486,18,1,42,46,9240.0,46.670495684085,58.52688048057921
2024-05-02,P021,Dabur Honey 500g,Health,41,9020.0,220.0,False,Thursday,5,Q2,False,None,42.0,True,False,41.53,2024-05-02,487,18,2,35,30,7700.0,61.02937997719616,67.6725607258126
2024-05-03,P021,Dabur Honey 500g,Health,51,11220.0,220.0,False,Friday,5,Q2,False,None,32.7,False,False,46.68,2024-05-03,488,18,3,74,26,16280.0,48.75738753334288,68.7597401717415
2024-05-04,P021,Dabur Honey 500g,Health,82,18040.0,220.0,True,Saturday,5,Q2,False,None,30.8,False,False,81.38,2024-05-04,489,18,4,26,70,5720.0,63.83395266995381,58.56364907433056
2024-05-05,P021,Dabur Honey 500g,Health,87,19140.0,220.0,True,Sunday,5,Q2,False,None,12.2,False,False,86.28,2024-05-05,490,18,5,79,53,17380.0,33.68495955637209,50.72603655235883
2024-05-06,P021,Dabur Honey 500g,Health,26,5720.0,220.0,False,Monday,5,Q2,False,None,15.5,False,False,24.24,2024-05-06,491,19,6,35,25,7700.0,45.88329533230822,31.93863530421657
2024-05-07,P021,Dabur Honey 500g,Health,18,3960.0,220.0,False,Tuesday,5,Q2,False,None,42.1,False,False,20.37,2024-05-07,492,19,7,42,55,9240.0,27.93796620546543,30.64139311038682
2024-05-08,P021,Dabur Honey 500g,Health,40,8800.0,220.0,False,Wednesday,5,Q2,False,None,34.5,False,False,39.64,2024-05-08,493,19,8,73,49,16060.0,37.97078620990372,52.04934785599311
2024-05-09,P021,Dabur Honey 500g,Health,30,6600.0,220.0,False,Thursday,5,Q2,False,None,8.6,False,False,34.37,2024-05-09,494,19,9,32,27,7040.0,31.27521649977809,30.8071379287972
2024-05-10,P021,Dabur Honey 500g,Health,57,12540.0,220.0,False,Friday,5,Q2,False,None,25.5,False,False,60.65,2024-05-10,495,19,10,42,62,9240.0,57.11684470765091,55.34922400656421
2024-05-11,P021,Dabur Honey 500g,Health,54,11880.0,220.0,True,Saturday,5,Q2,False,None,31.6,False,False,55.81,2024-05-11,496,19,11,74,72,16280.0,58.84397436556556,56.35445759961218
2024-05-12,P021,Dabur Honey 500g,Health,44,9680.0,220.0,True,Sunday,5,Q2,False,None,29.7,False,False,46.84,2024-05-12,497,19,12,77,39,16940.0,57.03935383145215,57.21710871435428
2024-05-13,P021,Dabur Honey 500g,Health,56,12320.0,220.0,False,Monday,5,Q2,False,None,15.4,False,False,59.88,2024-05-13,498,20,13,59,53,12980.0,41.76677489189142,55.5202942518828
2024-05-14,P021,Dabur Honey 500g,Health,28,6160.0,220.0,False,Tuesday,5,Q2,False,None,26.9,False,False,28.34,2024-05-14,499,20,14,56,40,12320.0,37.26273661591766,63.81100554187525
2024-05-15,P021,Dabur Honey 500g,Health,62,13640.0,220.0,False,Wednesday,5,Q2,False,None,29.6,False,False,63.51,2024-05-15,500,20,15,39,67,8580.0,62.78408564013749,36.73868034627289
2024-05-16,P021,Dabur Honey 500g,Health,36,7920.0,220.0,False,Thursday,5,Q2,False,None,34.8,False,False,38.86,2024-05-16,501,20,16,65,25,14300.0,42.97643040071498,48.56781975283711
2024-05-17,P021,Dabur Honey 500g,Health,81,17820.0,220.0,False,Friday,5,Q2,False,None,44.7,False,False,83.46,2024-05-17,502,20,17,58,22,12760.0,35.99454721594706,60.33559701767332
2024-05-18,P021,Dabur Honey 500g,Health,31,6820.0,220.0,True,Saturday,5,Q2,False,None,8.5,False,False,35.92,2024-05-18,503,20,18,32,33,7040.0,26.59279490631454,41.90375861403259
2024-05-19,P021,Dabur Honey 500g,Health,97,21340.0,220.0,True,Sunday,5,Q2,False,None,14.3,True,False,94.92,2024-05-19,504,20,19,50,50,11000.0,38.93359106056398,36.95594200327152
2024-05-20,P021,Dabur Honey 500g,Health,40,8800.0,220.0,False,Monday,5,Q2,False,None,10.4,False,False,37.63,2024-05-20,505,21,20,39,71,8580.0,68.53634977025075,56.61172821139455
2024-05-21,P021,Dabur Honey 500g,Health,70,15400.0,220.0,False,Tuesday,5,Q2,False,None,39.7,False,False,72.43,2024-05-21,506,21,21,34,38,7480.0,61.41628321185414,65.76407789680064
2024-05-22,P021,Dabur Honey 500g,Health,27,5940.0,220.0,False,Wednesday,5,Q2,False,None,8.4,False,False,24.57,2024-05-22,507,21,22,43,71,9460.0,57.81637429930534,52.83447320654965
2024-05-23,P021,Dabur Honey 500g,Health,24,5280.0,220.0,False,Thursday,5,Q2,False,None,10.2,False,False,25.16,2024-05-23,508,21,23,61,34,13420.0,74.07429571016502,34.01506924631722
2024-05-24,P021,Dabur Honey 500g,Health,38,8360.0,220.0,False,Friday,5,Q2,False,None,10.9,False,False,42.0,2024-05-24,509,21,24,31,20,6820.0,71.44492403592628,63.44092482470249
2024-05-25,P021,Dabur Honey 500g,Health,59,12980.0,220.0,True,Saturday,5,Q2,False,None,26.0,False,False,55.61,2024-05-25,510,21,25,25,27,5500.0,52.64785459107236,61.87749182461198
2024-05-26,P021,Dabur Honey 500g,Health,73,16060.0,220.0,True,Sunday,5,Q2,False,None,41.5,False,False,71.76,2024-05-26,511,21,26,28,60,6160.0,28.45965456385651,62.24935085391048
2024-05-27,P021,Dabur Honey 500g,Health,25,5500.0,220.0,False,Monday,5,Q2,False,None,21.4,False,False,21.78,2024-05-27,512,22,27,39,76,8580.0,50.72862419389887,41.79836070388968
2024-05-28,P021,Dabur Honey 500g,Health,61,13420.0,220.0,False,Tuesday,5,Q2,False,None,18.5,False,False,58.33,2024-05-28,513,22,28,46,23,10120.0,69.54081118099309,57.35436892225
2024-05-29,P021,Dabur Honey 500g,Health,59,12980.0,220.0,False,Wednesday,5,Q2,False,None,39.6,False,False,62.31,2024-05-29,514,22,29,23,64,5060.0,69.17809000013615,32.26276409454638
2024-05-30,P021,Dabur Honey 500g,Health,43,9460.0,220.0,False,Thursday,5,Q2,False,None,26.3,False,False,39.58,2024-05-30,515,22,30,68,25,14960.0,74.91644140456594,56.87024779756212
2024-05-31,P021,Dabur Honey 500g,Health,69,15180.0,220.0,False,Friday,5,Q2,False,None,14.7,True,False,70.13,2024-05-31,516,22,31,57,61,12540.0,61.60288160013386,32.25068462175739
2024-06-01,P021,Dabur Honey 500g,Health,66,14520.0,220.0,True,Saturday,6,Q2,False,None,29.0,False,False,67.87,2024-06-01,517,22,1,25,46,5500.0,47.05690667235278,67.56355105907991
2024-06-02,P021,Dabur Honey 500g,Health,61,13420.0,220.0,True,Sunday,6,Q2,False,None,15.9,False,False,59.27,2024-06-02,518,22,2,64,46,14080.0,30.34991178923595,69.91362297452932
2024-06-03,P021,Dabur Honey 500g,Health,61,13420.0,220.0,False,Monday,6,Q2,False,None,12.4,False,False,61.03,2024-06-03,519,23,3,57,48,12540.0,30.29745704077753,39.29292593154962
2024-06-04,P021,Dabur Honey 500g,Health,63,13860.0,220.0,False,Tuesday,6,Q2,False,None,21.8,False,False,64.67,2024-06-04,520,23,4,37,58,8140.0,46.62718697260212,55.89847463651908
2024-06-05,P021,Dabur Honey 500g,Health,67,14740.0,220.0,False,Wednesday,6,Q2,False,None,35.7,False,False,65.62,2024-06-05,521,23,5,46,59,10120.0,41.94524645394398,31.70125859992251
2024-06-06,P021,Dabur Honey 500g,Health,24,5280.0,220.0,False,Thursday,6,Q2,False,None,22.7,False,False,22.46,2024-06-06,522,23,6,62,39,13640.0,31.53408707011975,58.27656193690124
2024-06-07,P021,Dabur Honey 500g,Health,37,8140.0,220.0,False,Friday,6,Q2,False,None,32.2,False,False,35.09,2024-06-07,523,23,7,22,63,4840.0,69.82084932933873,32.3818070105167
2024-06-08,P021,Dabur Honey 500g,Health,49,10780.0,220.0,True,Saturday,6,Q2,False,None,12.1,False,False,45.84,2024-06-08,524,23,8,25,74,5500.0,44.30071401265359,31.65706552968496
2024-06-09,P021,Dabur Honey 500g,Health,49,10780.0,220.0,True,Sunday,6,Q2,False,None,13.5,False,False,52.85,2024-06-09,525,23,9,25,25,5500.0,50.17305092624255,51.86887766156397
2024-06-10,P021,Dabur Honey 500g,Health,25,5500.0,220.0,False,Monday,6,Q2,False,None,33.6,False,False,29.65,2024-06-10,526,24,10,29,26,6380.0,73.54852867024437,59.22822425950032
2024-06-11,P021,Dabur Honey 500g,Health,49,10780.0,220.0,False,Tuesday,6,Q2,False,None,23.4,False,False,45.62,2024-06-11,527,24,11,64,52,14080.0,41.35828921575564,36.79825412439964
2024-06-12,P021,Dabur Honey 500g,Health,28,6160.0,220.0,False,Wednesday,6,Q2,False,None,24.7,False,False,29.45,2024-06-12,528,24,12,72,79,15840.0,45.39126188183111,38.03284642105548
2024-06-13,P021,Dabur Honey 500g,Health,70,15400.0,220.0,False,Thursday,6,Q2,False,None,21.2,False,False,65.34,2024-06-13,529,24,13,57,33,12540.0,49.39675121049942,36.59441810739886
2024-06-14,P021,Dabur Honey 500g,Health,67,14740.0,220.0,False,Friday,6,Q2,False,None,9.1,False,False,63.47,2024-06-14,530,24,14,35,47,7700.0,73.81429828617152,52.87160423253168
2024-06-15,P021,Dabur Honey 500g,Health,85,18700.0,220.0,True,Saturday,6,Q2,False,None,24.1,False,False,88.31,2024-06-15,531,24,15,63,48,13860.0,74.69499445532716,67.99954739804028
2024-06-16,P021,Dabur Honey 500g,Health,53,11660.0,220.0,True,Sunday,6,Q2,False,None,38.7,False,False,48.88,2024-06-16,532,24,16,43,35,9460.0,33.37299087642035,58.61267726721677
2024-06-17,P021,Dabur Honey 500g,Health,48,10560.0,220.0,False,Monday,6,Q2,False,None,41.0,False,False,51.28,2024-06-17,533,25,17,29,43,6380.0,49.5969378580982,54.86382705723658
2024-06-18,P021,Dabur Honey 500g,Health,73,16060.0,220.0,False,Tuesday,6,Q2,False,None,39.1,False,False,72.07,2024-06-18,534,25,18,80,38,17600.0,62.28238968906837,64.59702667107926
2024-06-19,P021,Dabur Honey 500g,Health,33,7260.0,220.0,False,Wednesday,6,Q2,False,None,15.4,False,False,35.54,2024-06-19,535,25,19,54,24,11880.0,29.67989389324969,31.68305549270862
2024-06-20,P021,Dabur Honey 500g,Health,31,6820.0,220.0,False,Thursday,6,Q2,False,None,10.1,False,False,26.63,2024-06-20,536,25,20,21,32,4620.0,32.60423098593775,35.52534945605708
2024-06-21,P021,Dabur Honey 500g,Health,78,17160.0,220.0,False,Friday,6,Q2,False,None,11.7,False,False,77.43,2024-06-21,537,25,21,71,21,15620.0,60.88139719659999,65.24565652876912
2024-06-22,P021,Dabur Honey 500g,Health,79,17380.0,220.0,True,Saturday,6,Q2,False,None,30.5,False,False,78.13,2024-06-22,538,25,22,61,62,13420.0,39.33432687074099,32.27853223610023
2024-06-23,P021,Dabur Honey 500g,Health,84,18480.0,220.0,True,Sunday,6,Q2,False,None,24.6,False,False,83.13,2024-06-23,539,25,23,23,44,5060.0,44.10398372618748,53.30848086013644
2024-06-24,P021,Dabur Honey 500g,Health,62,13640.0,220.0,False,Monday,6,Q2,False,None,44.1,False,False,65.43,2024-06-24,540,26,24,59,28,12980.0,52.57613450792829,44.26237374720544
2024-06-25,P021,Dabur Honey 500g,Health,83,18260.0,220.0,False,Tuesday,6,Q2,False,None,22.8,True,False,85.68,2024-06-25,541,26,25,30,73,6600.0,61.3316964269551,50.67704810843102
2024-06-26,P021,Dabur Honey 500g,Health,39,8580.0,220.0,False,Wednesday,6,Q2,False,None,22.0,False,False,35.86,2024-06-26,542,26,26,38,74,8360.0,35.93934290011226,61.75384200144838
2024-06-27,P021,Dabur Honey 500g,Health,79,17380.0,220.0,False,Thursday,6,Q2,False,None,13.4,False,False,80.53,2024-06-27,543,26,27,59,28,12980.0,51.13424147632865,61.17896018461332
2024-06-28,P021,Dabur Honey 500g,Health,36,7920.0,220.0,False,Friday,6,Q2,False,None,16.3,False,False,39.68,2024-06-28,544,26,28,44,58,9680.0,60.13597334586211,64.49191893932537
2024-06-29,P021,Dabur Honey 500g,Health,29,6380.0,220.0,True,Saturday,6,Q2,False,None,13.3,False,False,33.84,2024-06-29,545,26,29,34,47,7480.0,67.648783874125,40.34084329993966
2024-06-30,P021,Dabur Honey 500g,Health,39,8580.0,220.0,True,Sunday,6,Q2,False,None,24.0,False,False,36.95,2024-06-30,546,26,30,46,55,10120.0,39.39441116483481,46.2086417445142
2023-01-01,P022,Patanjali Atta 5kg,Groceries,32,6720.0,210.0,True,Sunday,1,Q1,False,None,26.4,False,False,34.7,2023-01-01,0,52,1,,,,51.65573944241679,34.27684030039295
2023-01-02,P022,Patanjali Atta 5kg,Groceries,27,5670.0,210.0,False,Monday,1,Q1,False,None,11.3,False,False,27.04,2023-01-02,1,1,2,35,,7350.0,53.98205739096805,68.87816390719314
2023-01-03,P022,Patanjali Atta 5kg,Groceries,74,15540.0,210.0,False,Tuesday,1,Q1,False,None,42.9,False,False,76.92,2023-01-03,2,1,3,66,,13860.0,65.19368646752059,68.15836296519134
2023-01-04,P022,Patanjali Atta 5kg,Groceries,63,13230.0,210.0,False,Wednesday,1,Q1,False,None,20.1,False,False,59.12,2023-01-04,3,1,4,20,,4200.0,35.79580776004948,52.77940260722895
2023-01-05,P022,Patanjali Atta 5kg,Groceries,66,13860.0,210.0,False,Thursday,1,Q1,False,None,21.9,False,False,66.38,2023-01-05,4,1,5,53,,11130.0,69.63204929542593,45.29795075797841
2023-01-06,P022,Patanjali Atta 5kg,Groceries,20,4200.0,210.0,False,Friday,1,Q1,False,None,10.7,True,False,18.05,2023-01-06,5,1,6,45,,9450.0,49.77361660183504,32.02286243124286
2023-01-07,P022,Patanjali Atta 5kg,Groceries,64,13440.0,210.0,True,Saturday,1,Q1,False,None,40.9,False,False,66.09,2023-01-07,6,1,7,54,,11340.0,29.93529164465825,62.86504406698292
2023-01-08,P022,Patanjali Atta 5kg,Groceries,55,11550.0,210.0,True,Sunday,1,Q1,False,None,24.0,False,False,50.68,2023-01-08,7,1,8,28,51,5880.0,68.9736928892097,66.6066788441154
2023-01-09,P022,Patanjali Atta 5kg,Groceries,29,6090.0,210.0,False,Monday,1,Q1,False,None,39.9,False,False,32.53,2023-01-09,8,2,9,21,32,4410.0,38.77851671986296,46.08410973591499
2023-01-10,P022,Patanjali Atta 5kg,Groceries,24,5040.0,210.0,False,Tuesday,1,Q1,False,None,17.9,False,False,23.12,2023-01-10,9,2,10,23,29,4830.0,49.18412055762644,33.98636910170626
2023-01-11,P022,Patanjali Atta 5kg,Groceries,57,11970.0,210.0,False,Wednesday,1,Q1,False,None,36.4,False,False,56.91,2023-01-11,10,2,11,68,31,14280.0,44.40354346492629,44.65926705901693
2023-01-12,P022,Patanjali Atta 5kg,Groceries,36,7560.0,210.0,False,Thursday,1,Q1,True,Makar Sankranti,17.2,False,False,36.01,2023-01-12,11,2,12,52,27,10920.0,54.22307000384063,59.56106711441302
2023-01-13,P022,Patanjali Atta 5kg,Groceries,55,11550.0,210.0,False,Friday,1,Q1,True,Makar Sankranti,33.3,False,False,53.84,2023-01-13,12,2,13,30,23,6300.0,28.8774648573912,65.15134479073355
2023-01-14,P022,Patanjali Atta 5kg,Groceries,119,24990.0,210.0,True,Saturday,1,Q1,True,Makar Sankranti,10.1,False,False,116.13,2023-01-14,13,2,14,24,63,5040.0,42.20564268530065,56.09232948486492
2023-01-15,P022,Patanjali Atta 5kg,Groceries,73,15330.0,210.0,True,Sunday,1,Q1,False,None,17.7,False,False,75.2,2023-01-15,14,2,15,76,54,15960.0,65.8753634158025,35.01929932242219
2023-01-16,P022,Patanjali Atta 5kg,Groceries,35,7350.0,210.0,False,Monday,1,Q1,False,None,28.5,False,False,39.73,2023-01-16,15,3,16,43,67,9030.0,30.49935687224851,36.24189930552917
2023-01-17,P022,Patanjali Atta 5kg,Groceries,64,13440.0,210.0,False,Tuesday,1,Q1,False,None,27.8,True,False,68.01,2023-01-17,16,3,17,76,56,15960.0,42.68702753559147,44.56013528377825
2023-01-18,P022,Patanjali Atta 5kg,Groceries,71,14910.0,210.0,False,Wednesday,1,Q1,False,None,38.7,False,False,71.38,2023-01-18,17,3,18,63,20,13230.0,73.1645016195395,69.18463560039275
2023-01-19,P022,Patanjali Atta 5kg,Groceries,32,6720.0,210.0,False,Thursday,1,Q1,False,None,8.9,False,False,28.4,2023-01-19,18,3,19,34,49,7140.0,58.49685508470693,67.94154340949392
2023-01-20,P022,Patanjali Atta 5kg,Groceries,79,16590.0,210.0,False,Friday,1,Q1,False,None,11.7,False,False,77.81,2023-01-20,19,3,20,23,36,4830.0,47.65819770629334,44.76826964100444
2023-01-21,P022,Patanjali Atta 5kg,Groceries,44,9240.0,210.0,True,Saturday,1,Q1,False,None,20.6,False,False,41.1,2023-01-21,20,3,21,78,60,16380.0,29.10389230038581,54.16151753190028
2023-01-22,P022,Patanjali Atta 5kg,Groceries,71,14910.0,210.0,True,Sunday,1,Q1,False,None,41.0,False,False,74.89,2023-01-22,21,3,22,46,40,9660.0,66.24304619060808,37.4452367499012
2023-01-23,P022,Patanjali Atta 5kg,Groceries,45,9450.0,210.0,False,Monday,1,Q1,False,None,13.9,False,False,49.39,2023-01-23,22,4,23,77,51,16170.0,42.40292440491432,30.26064201464639
2023-01-24,P022,Patanjali Atta 5kg,Groceries,50,10500.0,210.0,False,Tuesday,1,Q1,True,Republic Day,23.9,False,False,52.42,2023-01-24,23,4,24,33,41,6930.0,28.41725475104697,44.35629703919898
2023-01-25,P022,Patanjali Atta 5kg,Groceries,37,7770.0,210.0,False,Wednesday,1,Q1,True,Republic Day,30.7,False,False,36.3,2023-01-25,24,4,25,25,54,5250.0,39.26873945330017,53.29333875331955
2023-01-26,P022,Patanjali Atta 5kg,Groceries,72,15120.0,210.0,False,Thursday,1,Q1,True,Republic Day,25.9,False,False,75.05,2023-01-26,25,4,26,22,50,4620.0,27.87107414025325,68.14440932439811
2023-01-27,P022,Patanjali Atta 5kg,Groceries,59,12390.0,210.0,False,Friday,1,Q1,True,Republic Day,34.1,False,False,58.39,2023-01-27,26,4,27,60,52,12600.0,29.12892267315278,67.75448876102287
2023-01-28,P022,Patanjali Atta 5kg,Groceries,40,8400.0,210.0,True,Saturday,1,Q1,False,None,33.4,False,False,39.63,2023-01-28,27,4,28,30,40,6300.0,25.36210101041513,68.82435325392629
2023-01-29,P022,Patanjali Atta 5kg,Groceries,61,12810.0,210.0,True,Sunday,1,Q1,False,None,18.7,False,False,63.68,2023-01-29,28,4,29,32,66,6720.0,63.11131555783385,42.08100840877579
2023-01-30,P022,Patanjali Atta 5kg,Groceries,25,5250.0,210.0,False,Monday,1,Q1,False,None,36.1,False,False,28.35,2023-01-30,29,5,30,73,67,15330.0,60.13384937643118,43.64448286881626
2023-01-31,P022,Patanjali Atta 5kg,Groceries,67,14070.0,210.0,False,Tuesday,1,Q1,False,None,34.7,False,False,68.48,2023-01-31,30,5,31,47,30,9870.0,52.24242692050775,54.35962619309524
2023-02-01,P022,Patanjali Atta 5kg,Groceries,76,15960.0,210.0,False,Wednesday,2,Q1,False,None,20.0,False,False,76.31,2023-02-01,31,5,1,57,49,11970.0,54.47287936030728,45.62728932288159
2023-02-02,P022,Patanjali Atta 5kg,Groceries,40,8400.0,210.0,False,Thursday,2,Q1,False,None,37.0,False,False,35.07,2023-02-02,32,5,2,23,64,4830.0,43.90550784755454,55.03596779749451
2023-02-03,P022,Patanjali Atta 5kg,Groceries,67,14070.0,210.0,False,Friday,2,Q1,False,None,22.8,False,False,64.66,2023-02-03,33,5,3,23,34,4830.0,41.66427181568248,63.51033606654453
2023-02-04,P022,Patanjali Atta 5kg,Groceries,78,16380.0,210.0,True,Saturday,2,Q1,False,None,43.1,False,False,79.03,2023-02-04,34,5,4,78,44,16380.0,55.47577264450966,51.75093462615995
2023-02-05,P022,Patanjali Atta 5kg,Groceries,41,8610.0,210.0,True,Sunday,2,Q1,False,None,21.9,False,False,39.38,2023-02-05,35,5,5,38,50,7980.0,43.15971629889042,31.3760307705554
2023-02-06,P022,Patanjali Atta 5kg,Groceries,48,10080.0,210.0,False,Monday,2,Q1,False,None,26.0,False,False,43.85,2023-02-06,36,6,6,46,31,9660.0,67.71110488215753,65.82090841746827
2023-02-07,P022,Patanjali Atta 5kg,Groceries,45,9450.0,210.0,False,Tuesday,2,Q1,False,None,37.1,False,False,40.1,2023-02-07,37,6,7,65,42,13650.0,43.93685386423645,54.15523458988317
2023-02-08,P022,Patanjali Atta 5kg,Groceries,45,9450.0,210.0,False,Wednesday,2,Q1,False,None,40.4,False,False,44.87,2023-02-08,38,6,8,65,42,13650.0,29.11538380326182,55.8982917310166
2023-02-09,P022,Patanjali Atta 5kg,Groceries,48,10080.0,210.0,False,Thursday,2,Q1,False,None,24.8,False,False,50.48,2023-02-09,39,6,9,45,55,9450.0,32.50404166745726,50.90577787207262
2023-02-10,P022,Patanjali Atta 5kg,Groceries,27,5670.0,210.0,False,Friday,2,Q1,False,None,44.7,False,False,23.99,2023-02-10,40,6,10,77,60,16170.0,45.42943559104464,65.87667126876195
2023-02-11,P022,Patanjali Atta 5kg,Groceries,45,9450.0,210.0,True,Saturday,2,Q1,False,None,35.4,False,False,40.7,2023-02-11,41,6,11,22,44,4620.0,64.38610938665582,68.8585346762052
2023-02-12,P022,Patanjali Atta 5kg,Groceries,44,9240.0,210.0,True,Sunday,2,Q1,False,None,17.2,True,False,46.49,2023-02-12,42,6,12,22,24,4620.0,33.01485004048443,44.38741282772696
2023-02-13,P022,Patanjali Atta 5kg,Groceries,68,14280.0,210.0,False,Monday,2,Q1,False,None,28.7,False,False,71.68,2023-02-13,43,7,13,79,55,16590.0,30.81807428967934,44.20162138791186
2023-02-14,P022,Patanjali Atta 5kg,Groceries,33,6930.0,210.0,False,Tuesday,2,Q1,False,None,22.6,False,False,28.64,2023-02-14,44,7,14,46,31,9660.0,69.97382928633388,51.51741728892104
2023-02-15,P022,Patanjali Atta 5kg,Groceries,84,17640.0,210.0,False,Wednesday,2,Q1,False,None,42.0,False,False,83.09,2023-02-15,45,7,15,59,36,12390.0,52.10481359370438,66.29226474425991
2023-02-16,P022,Patanjali Atta 5kg,Groceries,57,11970.0,210.0,False,Thursday,2,Q1,False,None,25.7,False,False,53.18,2023-02-16,46,7,16,53,55,11130.0,74.22433436103972,67.74024619115116
2023-02-17,P022,Patanjali Atta 5kg,Groceries,58,12180.0,210.0,False,Friday,2,Q1,False,None,15.2,False,False,58.74,2023-02-17,47,7,17,28,51,5880.0,42.52970655241084,37.11695297490329
2023-02-18,P022,Patanjali Atta 5kg,Groceries,42,8820.0,210.0,True,Saturday,2,Q1,False,None,28.5,False,False,45.58,2023-02-18,48,7,18,54,50,11340.0,57.67815044202231,60.10104040505018
2023-02-19,P022,Patanjali Atta 5kg,Groceries,50,10500.0,210.0,True,Sunday,2,Q1,False,None,26.3,False,False,48.45,2023-02-19,49,7,19,49,52,10290.0,47.17900323711203,42.2251491487677
2023-02-20,P022,Patanjali Atta 5kg,Groceries,48,10080.0,210.0,False,Monday,2,Q1,False,None,12.1,False,False,50.84,2023-02-20,50,8,20,51,79,10710.0,59.68249335741745,31.14078686640756
2023-02-21,P022,Patanjali Atta 5kg,Groceries,72,15120.0,210.0,False,Tuesday,2,Q1,False,None,36.0,False,False,67.02,2023-02-21,51,8,21,38,80,7980.0,62.70655984033016,46.84063585284245
2023-02-22,P022,Patanjali Atta 5kg,Groceries,71,14910.0,210.0,False,Wednesday,2,Q1,False,None,43.5,False,False,72.63,2023-02-22,52,8,22,40,42,8400.0,50.43086005234233,46.70453706453223
2023-02-23,P022,Patanjali Atta 5kg,Groceries,62,13020.0,210.0,False,Thursday,2,Q1,False,None,12.4,True,False,61.49,2023-02-23,53,8,23,48,55,10080.0,26.59792973456594,64.6826857462406
2023-02-24,P022,Patanjali Atta 5kg,Groceries,72,15120.0,210.0,False,Friday,2,Q1,False,None,11.8,False,False,75.58,2023-02-24,54,8,24,25,42,5250.0,40.94510356922905,63.57691467045439
2023-02-25,P022,Patanjali Atta 5kg,Groceries,88,18480.0,210.0,True,Saturday,2,Q1,False,None,26.4,False,False,86.75,2023-02-25,55,8,25,30,74,6300.0,69.8031354243056,58.50002206926258
2023-02-26,P022,Patanjali Atta 5kg,Groceries,71,14910.0,210.0,True,Sunday,2,Q1,False,None,40.1,False,False,74.82,2023-02-26,56,8,26,35,27,7350.0,48.59908252045084,36.80401270361964
